date,open,high,low,close,volume
2024-01-01 00:00:00+00:00,42241.1,45925.82,39501.0,42862.44,94113.73382795998
2024-01-04 00:00:00+00:00,42860.58,44810.0,42413.0,44018.0,54200.725347739986
2024-01-07 00:00:00+00:00,43960.0,47988.0,43200.44,46124.08,83631.0467031099
2024-01-10 00:00:00+00:00,46120.79,47732.5,44268.0,46670.82,49773.358263459995
