close_time,open,high,low,close,volume,dv,num_trades,taker_buy_vol,taker_buy_dv
2024-03-01 04:00:00,61130.99,61749.0,60777.0,61105.91,6345.57641,388389961.0513312,243343.0,3207.82212,196359433.2904699
2024-03-01 08:00:00,61105.92,61772.82,61061.11,61434.0,5719.40504,351576064.8922943,265072.0,2862.63224,175970454.1898435
2024-03-01 12:00:00,61434.0,62243.53,61316.67,61863.72,8452.27991,523890113.0464342,322392.0,4193.92185,259926628.0939744
2024-03-01 16:00:00,61863.71,62677.06,61131.01,61263.99,9971.27905,618843093.5922498,479317.0,4952.55698,307480122.3434669
2024-03-01 20:00:00,61263.98,62494.31,61234.0,62215.5,7886.35574,487896665.6540895,293264.0,4067.64118,251646812.4707361
2024-03-02 00:00:00,62215.51,63114.23,62215.5,62387.9,9363.03858,585941479.729631,344056.0,4911.12815,307387693.7114652
2024-03-02 04:00:00,62387.9,62433.19,61949.03,62307.45,5441.91324,338387240.1924537,257566.0,2711.77973,168629229.8505113
2024-03-02 08:00:00,62307.45,62307.45,61752.3,62011.85,4846.35512,300582809.9329564,265678.0,2303.82971,142886399.0094012
2024-03-02 12:00:00,62011.85,62123.0,61641.1,61826.32,4411.57189,273053345.6924382,346891.0,2023.41856,125245582.3637669
2024-03-02 16:00:00,61826.32,62167.79,61561.12,61771.2,4301.35084,266115067.6666089,332755.0,2159.10886,133577954.1887253
2024-03-02 20:00:00,61771.21,62114.77,61625.0,62114.77,3418.28795,211565710.3735144,259764.0,1865.1216,115457141.1943462
2024-03-03 00:00:00,62114.76,62200.0,61685.01,61987.28,3115.25755,192862799.9761215,179154.0,1628.11875,100786745.4795217
2024-03-03 04:00:00,61987.28,62000.0,61642.39,61931.09,3127.09906,193375356.7332855,219507.0,1567.76434,96952792.5254411
2024-03-03 08:00:00,61931.09,62100.0,61320.0,61598.0,4831.45761,298429594.931124,373609.0,2379.89775,147017635.3216631
2024-03-03 12:00:00,61598.01,61890.96,61393.83,61831.1,3942.85361,243174738.7788588,272465.0,1922.96969,118601343.2779704
2024-03-03 16:00:00,61831.1,62640.18,61821.09,62164.63,6685.90515,416299081.4848756,530450.0,3483.03718,216853834.7030031
2024-03-03 20:00:00,62164.63,62989.0,62088.0,62730.0,5623.12318,352350659.8014427,317129.0,3030.79369,189885541.5002039
2024-03-04 00:00:00,62730.0,63231.88,62580.0,63113.97,4784.47042,300906841.2147592,278851.0,2520.72335,158557836.4025615
2024-03-04 04:00:00,63113.97,64268.24,62300.0,63458.72,12563.71291,798123266.6360782,614524.0,6827.05387,433842961.1589802
2024-03-04 08:00:00,63458.71,64300.0,63210.0,64066.62,6654.96237,423816981.8939401,461144.0,3539.59623,225476307.8131302
2024-03-04 12:00:00,64066.62,65555.0,64000.11,65230.0,16002.48076,1039969617.0328532,773961.0,8681.82726,564184402.1579438
2024-03-04 16:00:00,65229.99,66580.29,64533.67,66451.65,16689.8023,1096028157.7605126,719414.0,9289.8009,610126814.8588136
2024-03-04 20:00:00,66451.65,67524.99,66039.31,67405.26,17313.10625,1155593210.7292235,695621.0,8830.77589,589614740.4364084
2024-03-05 00:00:00,67405.25,68499.0,66755.79,68245.71,15611.09546,1055346303.0286446,623189.0,8150.03225,551150811.260444
2024-03-05 04:00:00,68245.71,68686.8,67535.31,68113.94,11448.26318,780454920.5196441,562690.0,5584.75346,380825228.2157453
2024-03-05 08:00:00,68113.95,68384.54,65089.0,66129.64,17780.29058,1190103041.6538086,826509.0,8529.38286,570964455.5137244
2024-03-05 12:00:00,66129.64,67150.0,65515.15,66656.31,11938.90863,794719238.1922725,538334.0,6144.55643,409108225.8295318
2024-03-05 16:00:00,66656.32,69000.0,66370.0,66773.05,22508.23086,1523737642.2861333,916501.0,12078.3062,818259204.0148214
2024-03-05 20:00:00,66773.05,66996.36,59005.0,61410.98,42797.37895,2736121003.790616,1473364.0,19771.56228,1265593072.7160761
2024-03-06 00:00:00,61410.98,64367.27,61167.91,63724.01,26223.7091,1649390744.8446674,993308.0,13883.28403,873455373.353751
2024-03-06 04:00:00,63724.01,64146.45,62779.14,63263.21,9495.88692,602238953.1533871,376426.0,4575.15938,290187180.3525923
2024-03-06 08:00:00,63263.22,66761.1,63263.21,66676.46,15208.16062,995611271.4451444,721641.0,8390.95176,549134178.2269053
2024-03-06 12:00:00,66676.46,67641.1,66041.63,67301.31,14316.87745,957972495.7147161,580392.0,7301.74304,488635660.8909207
2024-03-06 16:00:00,67301.31,67592.31,64664.92,66481.12,21399.96424,1418905505.428892,874158.0,10637.32308,705506091.2156446
2024-03-06 20:00:00,66481.12,67465.0,66221.1,66739.48,10674.76219,714339394.8574781,459475.0,5702.87563,381699083.8931306
2024-03-07 00:00:00,66739.49,67363.58,65714.17,66074.04,7643.20349,508675415.9976578,290889.0,3736.27307,248720965.6277685
2024-03-07 04:00:00,66074.04,66467.88,65551.0,65847.29,7749.00312,511957064.6394277,326596.0,4206.9497,277997278.3752428
2024-03-07 08:00:00,65847.3,66469.05,65657.59,66387.78,6679.10619,440766752.8251172,322884.0,3703.77133,244424927.0315834
2024-03-07 12:00:00,66387.77,67275.2,66341.11,66905.34,8562.6623,571876868.620139,468361.0,4496.27719,300321480.6819777
2024-03-07 16:00:00,66905.34,67899.0,66541.1,67260.01,13605.46645,913038106.8696978,627337.0,6968.90094,467727644.2808612
2024-03-07 20:00:00,67260.01,67980.0,67012.0,67498.02,9547.44499,644559977.176387,394467.0,4925.01337,332510346.7968914
2024-03-08 00:00:00,67498.03,67914.74,66810.32,66823.17,6916.20385,465889269.1428398,288582.0,3634.75049,244873006.8154733
2024-03-08 04:00:00,66823.18,67256.18,66757.0,67156.09,5636.13131,377558298.7794564,254767.0,2845.23925,190618943.1483949
2024-03-08 08:00:00,67156.09,67640.45,66782.22,67223.02,5528.83778,371559161.696825,258047.0,2722.79248,182948567.8201143
2024-03-08 12:00:00,67223.02,67753.4,67038.71,67741.21,6407.54695,431205511.7934423,292033.0,3147.40481,211836847.8411659
2024-03-08 16:00:00,67741.22,69990.0,67150.0,67617.6,22754.678982,1554448605.7375784,942608.0,12473.328131,852843118.6198931
2024-03-08 20:00:00,67617.6,68864.0,66082.66,68863.99,22384.90145,1515893861.6594212,785274.0,10706.56668,725309757.3899754
